Claim_ID,Customer_Age,Policy_Type,Policy_Tenure_Years,Claim_Amount,Incident_Type,Incident_Date,Claim_Submission_Date,Previous_Claim_Count,Vehicle_Age,Repair_Estimate,Final_Invoice_Amount,Police_Report_Available,Witness_Available,Location,Customer_Description,Fraud or Risk_Label
CLM01095,47,Third-Party Fire & Theft,0.8,30234,Fire,13-12-2024,20-12-2024,0,4,29288.76,31568.49,Yes,No,Surat,Tree branch fell on the car during a storm.,0
CLM00187,52,Comprehensive,2.7,41291.02,Collision,03-05-2023,11-05-2023,1,2,40124.42,39510.02,Yes,Yes,Nagpur,Car was damaged in heavy rain and flooding.,0
CLM01172,46,Comprehensive,6.8,130605.33,Collision,31-12-2025,04-01-2026,0,4,100192.97,124427.24,Yes,Yes,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM01027,59,Comprehensive,0.2,59062.48,Theft,17-06-2023,22-06-2023,0,3,54252.14,56604.95,No,Yes,Surat,Multiple prior claims for similar type of incident.,1
CLM00010,48,Comprehensive,7.9,7844.24,Injury/Accident,29-07-2025,15-08-2025,1,0,7856.97,7985.42,Yes,No,Kolkata,Windshield cracked due to a stone hit on the highway.,0
CLM00011,39,Comprehensive,1.4,6148,Natural Disaster,23-08-2024,23-08-2024,0,1,5800.66,6312.4,Yes,Yes,Coimbatore,Tree branch fell on the car during a storm.,0
CLM00924,26,Third-Party Fire & Theft,3.3,39680.4,Vandalism,04-01-2025,13-02-2025,1,19,39056.43,39339.11,Yes,Yes,Surat,Vehicle collided with another car at a traffic signal.,0
CLM00842,43,Third-Party Fire & Theft,0.1,43956.09,Windshield Damage,04-02-2025,05-02-2025,4,8,31981.12,43393.4,Yes,No,Jaipur,Vehicle collided with another car at a traffic signal.,0
CLM00917,23,Comprehensive,1.3,12339.63,Injury/Accident,16-12-2023,28-12-2023,1,1,13386.39,12873.4,Yes,No,Pune,Tree branch fell on the car during a storm.,0
CLM00556,35,Third-Party,0.1,25362.03,Injury/Accident,01-10-2025,02-10-2025,0,1,24874.99,24291.88,No,Yes,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00290,26,Comprehensive,3.9,45645.03,Collision,03-06-2025,08-06-2025,0,6,46569.77,45743.25,No,Yes,Lucknow,Windshield cracked due to a stone hit on the highway.,0
CLM00428,29,Comprehensive,3.9,32578.76,Windshield Damage,03-05-2025,07-05-2025,2,1,28702.76,33821.81,,Yes,Ahmedabad,Vehicle collided with another car at a traffic signal.,0
CLM00562,46,Comprehensive,2.7,48114.6,Collision,23-03-2024,24-03-2024,3,1,47511.61,48152.08,No,Yes,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM00670,45,Third-Party Fire & Theft,5.6,16151.76,Vandalism,22-03-2024,23-03-2024,1,0,13007.34,15494.25,Yes,Yes,Surat,Minor collision while reversing out of a parking spot.,0
CLM01139,,Third-Party Fire & Theft,6.4,3328.95,Vandalism,10-06-2023,12-06-2023,0,0,,3419.9,No,No,Coimbatore,Minor collision while reversing out of a parking spot.,0
CLM00726,41,Third-Party,0.4,28614.08,Windshield Damage,28-09-2024,29-09-2024,2,5,28709.54,29312.44,Yes,Yes,Mumbai,Tree branch fell on the car during a storm.,0
CLM00887,46,Third-Party Fire & Theft,1.9,23563.75,Theft,03-02-2025,07-02-2025,1,20,20518.09,22893.33,Yes,Yes,Pune,Vehicle collided with another car at a traffic signal.,0
CLM00713,43,Third-Party,1.7,59973.27,Theft,04-07-2024,24-08-2024,0,11,46138.11,59626.64,Yes,No,Nagpur,Windshield cracked due to a stone hit on the highway.,1
CLM00152,58,Third-Party,4,10540.3,Windshield Damage,03-07-2024,07-07-2024,3,0,10017.74,10314.06,No,Yes,Surat,Tree branch fell on the car during a storm.,0
CLM00113,52,Comprehensive,1.1,99943.89,Windshield Damage,20-05-2025,20-05-2025,1,2,102126.47,100666.68,Yes,No,Delhi,Rear-ended while stopped at a junction.,0
CLM01011,48,Third-Party Fire & Theft,2.8,10988.48,Theft,10-09-2023,14-09-2023,0,2,10585.34,10670.57,Yes,No,Chennai,Vehicle collided with another car at a traffic signal.,0
CLM00424,36,Third-Party,0.7,40326.25,Natural Disaster,28-12-2025,30-12-2025,1,7,33925.34,39110.18,Yes,No,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM00952,44,Third-Party Fire & Theft,5.6,35685.17,Natural Disaster,10-09-2023,20-09-2023,3,1,32295.19,35345.28,No,Yes,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,0
CLM00969,45,Third-Party,,72778.74,Theft,08-05-2023,01-06-2023,2,9,70456.62,74332.6,No,Yes,Bengaluru,Vehicle scratched while parked in a mall parking lot.,1
CLM00462,39,Third-Party Fire & Theft,1.4,23058.37,Theft,06-03-2023,07-03-2023,0,,23045.24,24069.12,Yes,Yes,Bengaluru,Windshield cracked due to a stone hit on the highway.,1
CLM00860,58,Comprehensive,6.2,27266.49,Collision,13-11-2025,04-12-2025,0,7,25501.22,27910.22,No,No,Jaipur,Tree branch fell on the car during a storm.,0
CLM00001,46,Third-Party Fire & Theft,5.3,28290.78,Collision,21-02-2023,05-03-2023,0,4,25260.94,29715.38,no,No,Bengaluru,Vehicle scratched while parked in a mall parking lot.,0
CLM00779,34,Third-Party,11.7,9827.38,Natural Disaster,17-02-2024,04-03-2024,1,1,9512.1,9759.71,Yes,Yes,Pune,Car was damaged in heavy rain and flooding.,0
CLM00991,37,Third-Party,1.9,30963.07,Vandalism,21-08-2023,01-09-2023,0,0,31495.59,31199.13,No,,Hyderabad,Minor collision while reversing out of a parking spot.,0
CLM01188,39,Third-Party Fire & Theft,2.7,15428.17,Vandalism,26-10-2024,13-11-2024,0,4,14625.62,14736.67,Yes,Yes,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM00705,41,Third-Party,0.1,31254.05,Collision,13-11-2025,13-11-2025,3,1,32703.1,32180.77,Yes,Yes,Nagpur,Rear-ended while stopped at a junction.,1
CLM00657,39,Third-Party Fire & Theft,0.1,12761.94,Natural Disaster,19-12-2024,10-12-2024,1,0,11105.83,12771.49,No,Yes,Delhi,Minor collision while reversing out of a parking spot.,0
CLM00667,18,Third-Party Fire & Theft,6.1,44330.24,Fire,25-01-2025,27-01-2025,0,1,48279.78,46605.17,Yes,Yes,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,0
CLM00899,41,Comprehensive,5.5,20537.53,Injury/Accident,10-08-2023,25-08-2023,2,1,17360.82,20254.74,Yes,No,Chennai,Vehicle collided with another car at a traffic signal.,0
CLM00412,36,Comprehensive,6.9,0,Collision,16-02-2024,07-03-2024,0,22,37876.79,39788.62,Yes,No,Bengaluru,Car was damaged in heavy rain and flooding.,0
CLM00323,41,Third-Party Fire & Theft,4.4,30478.64,Collision,22-12-2025,28-12-2025,4,8,,29217.21,No,No,Nagpur,Rear-ended while stopped at a junction.,1
CLM00002,49,Comprehensive,0.8,2205.25,Theft,29-07-2023,29-07-2023,0,1,2000,2252.06,,Yes,Coimbatore,Windshield cracked due to a stone hit on the highway.,0
CLM00682,40,Third-Party Fire & Theft,0.5,66226.27,Vandalism,20-01-2023,24-01-2023,0,6,70210.11,66905.35,Yes,No,Lucknow,Claim filed for total loss shortly after policy purchase.,1
CLM00436,52,Comprehensive,4.3,16578.34,Fire,09-07-2025,11-07-2025,0,22,11516.12,16562.23,,No,Delhi,Repair invoice submitted without an itemized breakdown.,1
CLM00453,33,Comprehensive,4.5,21706.94,Theft,13-11-2024,15-11-2024,1,0,24359.91,22461.02,Yes,No,Jaipur,Vehicle skidded and hit a divider on a wet road.,0
CLM00039,40,Third-Party Fire & Theft,5.9,29868.31,Vandalism,09-03-2024,09-03-2024,2,14,28973.89,30701.42,Yes,No,Lucknow,Rear-ended while stopped at a junction.,0
CLM00184,68,Comprehensive,3.9,9647.2,Fire,02-08-2024,12-08-2024,1,0,9006.96,9627.78,Yes,No,Mumbai,Vehicle skidded and hit a divider on a wet road.,0
CLM00218,42,Comprehensive,3.9,16705.05,Injury/Accident,04-05-2024,05-05-2024,0,5,14428.38,16523.28,Yes,Yes,Bengaluru,Minor collision while reversing out of a parking spot.,0
CLM00714,33,Comprehensive,16.9,27902.22,Fire,29-05-2025,01-06-2025,1,8,24289.58,27154.94,Yes,Yes,Jaipur,Vehicle scratched while parked in a mall parking lot.,0
CLM00307,29,Third-Party,11,15870.51,Vandalism,13-07-2024,15-07-2024,1,5,16320.63,16610.39,Yes,No,Nagpur,Rear-ended while stopped at a junction.,0
CLM00939,31,Third-Party Fire & Theft,5.5,71118.52,Injury/Accident,06-02-2023,03-02-2023,1,1,42592.68,67998.82,,No,Kolkata,Incident reported late at night with no witnesses.,1
CLM00550,41,Third-Party Fire & Theft,2.2,11243.71,Vandalism,17-10-2024,17-10-2024,1,13,10496.9,11095.2,No,Yes,,Rear-ended while stopped at a junction.,0
CLM00314,41,Third-Party Fire & Theft,5.2,57617.74,Theft,21-10-2025,24-10-2025,0,1,39739.54,57348.61,No,Yes,Mumbai,Customer requested cash settlement instead of repair.,1
CLM00851,41,Third-Party,6,36868.72,Injury/Accident,05-07-2023,05-07-2023,0,14,36504.69,37843.84,No,Yes,Chennai,Vehicle scratched while parked in a mall parking lot.,0
CLM00332,44,Comprehensive,0.5,38825.97,Collision,25-01-2025,31-01-2025,3,2,42406.19,39826.44,No,Yes,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM00037,18,Third-Party Fire & Theft,6.7,39725.73,Windshield Damage,15-09-2023,02-10-2023,0,5,36104.87,40053.19,No,No,Kochi,"Vehicle reported stolen, recovered with no major damage.",1
CLM01005,18,Comprehensive,3.9,91458.75,Fire,26-10-2025,29-10-2025,0,2,66344.88,89102.87,Yes,No,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00734,20,Third-Party Fire & Theft,3.5,40356.74,Theft,09-05-2025,11-05-2025,1,0,38708.92,38958.84,Yes,Yes,Chennai,Vehicle skidded and hit a divider on a wet road.,1
CLM01098,47,Third-Party Fire & Theft,2.5,35045.63,Collision,29-05-2023,05-06-2023,0,4,30520.18,34949.74,Yes,Yes,Pune,Vehicle scratched while parked in a mall parking lot.,0
CLM00948,18,Third-Party Fire & Theft,3.7,19224.15,Injury/Accident,18-04-2025,20-04-2025,1,1,18610.41,20119.56,Yes,Yes,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM01136,48,Third-Party,2.3,25382.58,Collision,20-12-2024,21-12-2024,0,0,25327.02,26459.76,Yes,Yes,Coimbatore,Rear-ended while stopped at a junction.,0
CLM00578,35,Third-Party Fire & Theft,6,43203.06,Windshield Damage,26-03-2025,26-03-2025,4,4,39658.06,43035.3,Yes,Yes,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00434,30,Third-Party,4.9,45937.36,Vandalism,25-09-2023,29-09-2023,0,0,43609.34,48090.47,No,Yes,Jaipur,Tree branch fell on the car during a storm.,0
CLM00164,54,Third-Party Fire & Theft,3.4,17113.48,Vandalism,08-07-2024,08-07-2024,0,3,17753.53,17382.52,Yes,No,Hyderabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00264,38,Comprehensive,1.2,14713.62,Injury/Accident,28-01-2025,30-01-2025,2,2,14605.34,14055.71,Yes,Yes,Ahmedabad,Rear-ended while stopped at a junction.,0
CLM00232,35,Third-Party,0.6,11715.66,Vandalism,26-10-2023,27-10-2023,0,5,14737.24,12308.79,No,Yes,Jaipur,Rear-ended while stopped at a junction.,0
CLM00303,31,Third-Party,2,20634.51,Theft,27-01-2025,02-02-2025,0,5,18546.28,19737.32,Yes,Yes,Lucknow,Vehicle scratched while parked in a mall parking lot.,0
CLM00176,43,Third-Party Fire & Theft,8.2,89555.01,Fire,24-06-2023,25-06-2023,2,0,82156.43,85445.2,Yes,No,Mumbai,Rear-ended while stopped at a junction.,0
CLM00822,36,Third-Party Fire & Theft,9,21512.93,Natural Disaster,29-10-2023,29-10-2023,1,6,19545.13,21571.6,No,Yes,Nagpur,Windshield cracked due to a stone hit on the highway.,0
CLM00150,21,Third-Party,6.4,10654.4,Injury/Accident,10-11-2023,12-11-2023,3,2,9710.02,10286.97,No,Yes,Delhi,Minor collision while reversing out of a parking spot.,0
CLM01163,67,Comprehensive,1.2,62832.87,Natural Disaster,04-02-2025,07-02-2025,1,1,56820.95,64412.14,Yes,No,Kolkata,Rear-ended while stopped at a junction.,1
CLM00072,35,Third-Party Fire & Theft,6.8,45939.23,Fire,01-08-2023,19-09-2023,1,8,42774.31,47670.53,Yes,No,Hyderabad,Car was damaged in heavy rain and flooding.,0
CLM00169,49,Third-Party,2.2,55643.12,Collision,29-12-2025,08-01-2026,0,5,53919,53722.22,No,Yes,Hyderabad,Car was damaged in heavy rain and flooding.,0
CLM00456,31,Third-Party Fire & Theft,7.8,4306.91,Windshield Damage,04-09-2024,04-09-2024,3,5,4285.66,4388.27,,No,Jaipur,Customer requested cash settlement instead of repair.,1
CLM00090,49,Third-Party Fire & Theft,,15842.26,Theft,27-03-2025,05-04-2025,0,2,15396.29,16148.5,Yes,Yes,Hyderabad,Customer requested cash settlement instead of repair.,1
CLM00118,41,Third-Party Fire & Theft,0.5,11111.56,Vandalism,22-11-2023,08-12-2023,2,8,11291.24,11052.1,Yes,Yes,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,0
CLM00955,49,Third-Party Fire & Theft,19.1,19564.47,Vandalism,07-11-2025,08-11-2025,1,3,21202.57,19671.81,Yes,Yes,Lucknow,Car was damaged in heavy rain and flooding.,0
CLM00322,46,Third-Party,3.5,4297.15,Windshield Damage,11-12-2023,12-12-2023,1,2,4718.54,4392.34,Yes,No,Jaipur,Incident reported late at night with no witnesses.,1
CLM00922,18,Third-Party Fire & Theft,15.1,55846.02,Injury/Accident,01-05-2023,05-05-2023,3,4,56891.49,57250.03,yes,Yes,Mumbai,Car was damaged in heavy rain and flooding.,0
CLM00460,30,Third-Party Fire & Theft,1.7,16389.13,Windshield Damage,11-04-2024,17-04-2024,1,1,15040.99,15874.95,Yes,No,Coimbatore,Vehicle collided with another car at a traffic signal.,0
CLM01186,51,Third-Party,2.9,24923.39,Injury/Accident,03-09-2024,07-09-2024,0,3,24778.61,24855.35,Yes,No,Pune,Rear-ended while stopped at a junction.,0
CLM01183,18,Comprehensive,1.4,60723.19,Natural Disaster,02-03-2024,12-03-2024,0,2,68391.44,63703.33,Yes,No,Kolkata,,0
CLM00992,37,Third-Party Fire & Theft,0.4,33244.76,Injury/Accident,02-08-2024,04-08-2024,1,5,30164.27,31717.22,No,No,Jaipur,Vehicle collided with another car at a traffic signal.,1
CLM00242,33,Third-Party Fire & Theft,3.4,49178.44,Vandalism,16-07-2024,24-07-2024,0,0,43397.6,46847.19,Yes,Yes,Coimbatore,Vehicle collided with another car at a traffic signal.,0
CLM00838,24,Third-Party Fire & Theft,1.8,26649.24,Injury/Accident,21-07-2023,15-08-2023,5,2,20834.09,26607.87,No,No,Delhi,Rear-ended while stopped at a junction.,0
CLM00271,19,Comprehensive,6.6,25830.64,Windshield Damage,06-01-2023,07-01-2023,0,1,26623.9,26141.75,No,,Surat,Vehicle scratched while parked in a mall parking lot.,0
CLM00112,30,Third-Party,4.4,94915.89,Theft,30-10-2023,10-11-2023,1,0,102718.71,97682.86,Yes,Yes,Nagpur,Vehicle collided with another car at a traffic signal.,0
CLM00596,33,Third-Party Fire & Theft,3.4,18941.48,Theft,03-12-2025,14-12-2025,1,2,17299.25,18081.65,Yes,Yes,Kochi,"Vehicle reported stolen, recovered with no major damage.",1
CLM00517,30,Comprehensive,4.4,14888.09,Windshield Damage,10-05-2025,12-05-2025,2,0,17358.57,15159.89,No,No,Kolkata,Customer requested cash settlement instead of repair.,1
CLM00227,18,Third-Party Fire & Theft,6.2,28484.28,Injury/Accident,26-09-2025,12-10-2025,3,1,25506.84,27451.24,Yes,Yes,Coimbatore,Vehicle collided with another car at a traffic signal.,0
CLM00497,49,Third-Party,7.2,27704.48,Vandalism,27-04-2024,28-04-2024,0,9,29288,28908.88,No,Yes,Nagpur,Vehicle skidded and hit a divider on a wet road.,0
CLM00499,31,Third-Party Fire & Theft,0.9,71700.83,Fire,28-04-2024,06-05-2024,3,3,49653.49,69499.14,No,Yes,Kochi,Vehicle collided with another car at a traffic signal.,1
CLM00815,24,Third-Party,2.1,34832.36,Vandalism,10-08-2025,26-08-2025,0,2,34010.17,33860.7,Yes,Yes,Bengaluru,Vehicle scratched while parked in a mall parking lot.,0
CLM01033,40,Comprehensive,2.2,15428.36,Windshield Damage,18-08-2024,28-08-2024,0,7,14414.08,15342.89,Yes,No,Ahmedabad,Car was damaged in heavy rain and flooding.,0
CLM00196,36,Third-Party,8.8,5848.59,Injury/Accident,04-10-2025,23-10-2025,0,6,4712.89,5592.49,No,No,Ahmedabad,Windshield cracked due to a stone hit on the highway.,0
CLM00337,36,Comprehensive,1.7,18125.77,Windshield Damage,04-12-2024,05-12-2024,1,2,,18972.25,Yes,Yes,Jaipur,Windshield cracked due to a stone hit on the highway.,0
CLM01097,52,Third-Party Fire & Theft,5.8,40880.48,Collision,18-06-2024,27-06-2024,1,2,38169.62,41023.35,Yes,Yes,Kolkata,Car was damaged in heavy rain and flooding.,0
CLM00856,64,Comprehensive,10.7,44417.31,Natural Disaster,18-01-2023,20-01-2023,0,2,,46032.61,No,Yes,Hyderabad,Rear-ended while stopped at a junction.,0
CLM00712,48,Third-Party,1.6,27706.66,Fire,07-12-2025,24-01-2026,0,3,22740.2,29139.68,Yes,No,Delhi,Vehicle scratched while parked in a mall parking lot.,0
CLM00138,32,Third-Party Fire & Theft,0.3,112545.11,Collision,24-03-2023,25-03-2023,1,4,95059.67,109002.01,Yes,Yes,Bengaluru,Claim filed for total loss shortly after policy purchase.,1
CLM00804,18,Comprehensive,5.2,12489.01,Fire,25-02-2024,28-02-2024,1,0,12834.66,12915.36,Yes,No,Kolkata,Rear-ended while stopped at a junction.,0
CLM00529,56,Comprehensive,1.3,75218.3,Windshield Damage,26-04-2023,10-06-2023,0,3,61460.47,76913.46,No,Yes,Jaipur,"Vehicle reported stolen, recovered with no major damage.",1
CLM00508,18,Third-Party,8.1,37201.8,Windshield Damage,01-12-2025,08-12-2025,1,,35836.77,36280.94,Yes,Yes,Mumbai,Vehicle skidded and hit a divider on a wet road.,0
CLM00720,39,Comprehensive,0.2,85157,Vandalism,15-01-2025,27-01-2025,0,0,49835.12,81688.33,No,No,Delhi,Minor collision while reversing out of a parking spot.,0
CLM00394,25,Third-Party,4.7,25508.87,Natural Disaster,22-05-2025,03-06-2025,0,7,30866.2,26553.18,yes,,Lucknow,Car was damaged in heavy rain and flooding.,0
CLM00383,30,Third-Party Fire & Theft,2.9,60590.37,Vandalism,07-09-2025,19-09-2025,4,2,56325.43,60090.98,,Yes,Nagpur,"Vehicle reported stolen, recovered with no major damage.",1
CLM00222,30,Third-Party,1.1,15289.26,Collision,13-12-2025,19-12-2025,1,0,13680.47,14810.89,No,Yes,Chennai,Vehicle skidded and hit a divider on a wet road.,0
CLM01054,26,Third-Party Fire & Theft,10.1,9884.16,Collision,28-10-2023,28-10-2023,1,5,9645.22,10231.5,Yes,Yes,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM00678,53,Third-Party,2.2,25677.42,Injury/Accident,05-12-2023,22-12-2023,1,2,20520.06,26073.82,No,No,Kolkata,Claim filed for total loss shortly after policy purchase.,1
CLM00717,53,Third-Party Fire & Theft,7,23154.12,Theft,23-01-2025,24-01-2025,1,2,20911.38,22090.64,Yes,No,Hyderabad,Car was damaged in heavy rain and flooding.,0
CLM00329,55,Third-Party,1.5,56126.54,Collision,18-08-2025,04-09-2025,3,8,60246.85,57196.58,No,Yes,Kochi,Vehicle skidded and hit a divider on a wet road.,0
CLM00013,62,Comprehensive,0.1,69524.96,Windshield Damage,15-08-2024,07-09-2024,0,3,49990.14,72139.88,No,No,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00880,50,Comprehensive,1,46852.09,Fire,18-04-2025,05-05-2025,0,17,35449.48,44715.17,No,No,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00084,41,Comprehensive,7.1,45585.96,Windshield Damage,29-12-2023,30-12-2023,0,3,48324.9,44983.16,Yes,No,Chennai,Minor collision while reversing out of a parking spot.,0
CLM00207,25,Third-Party Fire & Theft,1,27245.15,Windshield Damage,05-05-2024,12-05-2024,2,5,23151.41,26408.58,Yes,Yes,Hyderabad,Car was damaged in heavy rain and flooding.,0
CLM00104,28,Third-Party Fire & Theft,3.8,66618.17,Natural Disaster,21-10-2024,24-10-2024,1,10,57316.89,65625.69,Yes,No,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,0
CLM00310,32,Comprehensive,2.3,35450.26,Vandalism,23-04-2023,23-04-2023,0,0,33096.96,35509.58,Yes,No,Bengaluru,Vehicle collided with another car at a traffic signal.,0
CLM00906,45,Comprehensive,10.3,48891.81,Vandalism,11-02-2024,15-02-2024,1,7,44184.7,47472.34,Yes,No,Nagpur,Rear-ended while stopped at a junction.,0
CLM01070,43,Third-Party,9,19609.23,Vandalism,21-04-2024,22-04-2024,1,0,19001.62,20064.02,Yes,Yes,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00181,49,Third-Party Fire & Theft,0.4,5726.63,Collision,18-11-2023,18-11-2023,0,3,6042.44,5555.39,No,Yes,Delhi,Rear-ended while stopped at a junction.,0
CLM00848,24,Comprehensive,3.2,19009.79,Injury/Accident,04-03-2023,27-03-2023,5,6,13399.47,18676.48,Yes,No,Pune,Rear-ended while stopped at a junction.,0
CLM01137,38,Third-Party Fire & Theft,1.2,34161.63,Injury/Accident,24-12-2023,25-12-2023,2,0,30783.46,33917.48,No,,Pune,,0
CLM00498,29,Third-Party,9.7,41456.76,Fire,10-09-2024,14-09-2024,1,2,39666.1,43637.59,Yes,Yes,Hyderabad,Vehicle collided with another car at a traffic signal.,0
CLM00317,26,Third-Party,0.6,16672.08,Injury/Accident,05-05-2025,08-05-2025,0,5,17689.3,16912.56,Yes,Yes,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM00142,33,Third-Party Fire & Theft,2.7,19200.56,Injury/Accident,23-08-2023,31-08-2023,2,2,17382.82,18903.85,No,Yes,Hyderabad,"Vehicle reported stolen, recovered with no major damage.",1
CLM00962,40,Comprehensive,0.7,31193,Natural Disaster,18-08-2024,18-08-2024,0,0,29486.51,29934.58,No,Yes,Kochi,Tree branch fell on the car during a storm.,0
CLM00328,35,Third-Party Fire & Theft,7.8,43573.96,Injury/Accident,23-10-2024,09-11-2024,2,9,45422.48,43571.44,yes,Yes,Delhi,Tree branch fell on the car during a storm.,0
CLM00661,43,Third-Party Fire & Theft,2.1,105764.48,Fire,19-11-2025,02-12-2025,1,1,82752.38,101934.62,No,No,Delhi,Incident reported late at night with no witnesses.,1
CLM00347,27,Third-Party,6.9,70676.77,Windshield Damage,19-09-2023,19-09-2023,1,1,67789.7,69400.7,Yes,No,Kochi,Windshield cracked due to a stone hit on the highway.,0
CLM00211,50,Third-Party,1.9,18778.25,Vandalism,14-05-2024,14-05-2024,2,0,15789.38,18403.37,No,Yes,Jaipur,Vehicle skidded and hit a divider on a wet road.,0
CLM00568,35,Third-Party Fire & Theft,6.1,7289.6,Natural Disaster,31-05-2024,06-06-2024,1,7,7504.5,7427.12,Yes,Yes,Hyderabad,Tree branch fell on the car during a storm.,0
CLM00143,28,Comprehensive,9.5,14234.21,Natural Disaster,22-02-2023,02-03-2023,0,1,14242.76,14930.55,Yes,No,Coimbatore,Vehicle scratched while parked in a mall parking lot.,0
CLM00515,40,Comprehensive,1.7,17951.66,Natural Disaster,04-05-2023,07-05-2023,1,3,17358.27,18347.02,Yes,No,Ahmedabad,Windshield cracked due to a stone hit on the highway.,0
CLM00363,23,Third-Party,0.5,11732.17,Collision,30-03-2024,20-04-2024,0,2,10724.26,11501.15,Yes,No,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM00005,49,Third-Party Fire & Theft,0.4,31374.5,Injury/Accident,09-05-2025,10-05-2025,0,1,31660.89,32077.2,Yes,Yes,Ahmedabad,Rear-ended while stopped at a junction.,0
CLM00045,47,Comprehensive,0.8,52477.65,Fire,21-09-2025,23-09-2025,0,1,46570.13,55027.15,Yes,No,Jaipur,Rear-ended while stopped at a junction.,0
CLM00282,44,Comprehensive,3.1,26296.6,Collision,16-09-2023,18-09-2023,2,1,26503.38,26492.32,No,No,Coimbatore,Vehicle scratched while parked in a mall parking lot.,0
CLM00203,27,Comprehensive,8.1,8052.38,Theft,27-11-2025,05-12-2025,4,1,6810.31,8231.42,Yes,No,Coimbatore,Tree branch fell on the car during a storm.,0
CLM01195,55,Comprehensive,3.9,15240.32,Fire,12-12-2024,20-12-2024,0,0,15349.42,15102.88,Yes,,Lucknow,Vehicle skidded and hit a divider on a wet road.,0
CLM00359,43,Comprehensive,0.9,3068.9,Windshield Damage,11-10-2023,17-10-2023,0,8,,3051.15,Yes,No,Chennai,Vehicle scratched while parked in a mall parking lot.,0
CLM00564,48,Comprehensive,8,18147.87,Natural Disaster,22-04-2025,27-04-2025,0,7,19812.82,18861.03,Yes,Yes,Chennai,Vehicle collided with another car at a traffic signal.,0
CLM01191,37,Third-Party Fire & Theft,0.9,39115.46,Theft,30-01-2025,14-02-2025,1,0,31366.07,38761.15,No,No,Bengaluru,Windshield cracked due to a stone hit on the highway.,0
CLM00372,26,Third-Party,0.7,80339.4,Theft,08-09-2024,08-09-2024,1,4,79182.1,78828.11,Yes,Yes,Chennai,Windshield cracked due to a stone hit on the highway.,0
CLM00884,26,Comprehensive,1,14225.5,Natural Disaster,21-11-2023,27-11-2023,1,0,14402.61,13971.89,Yes,Yes,Nagpur,Vehicle skidded and hit a divider on a wet road.,0
CLM00995,18,Comprehensive,0.3,12330.47,Collision,09-12-2023,10-12-2023,0,1,10141.98,11916.71,Yes,No,Kochi,Vehicle collided with another car at a traffic signal.,0
CLM00238,64,Third-Party,0.7,56423.49,Natural Disaster,04-09-2024,06-09-2024,2,3,57462.51,56850.72,No,Yes,Lucknow,Minor collision while reversing out of a parking spot.,0
CLM00914,48,Comprehensive,2.9,94606.44,Collision,24-12-2023,06-01-2024,4,0,58495.94,91734.06,No,No,Surat,Vehicle collided with another car at a traffic signal.,0
CLM00684,45,Comprehensive,5.1,29505.14,Vandalism,26-05-2023,20-05-2023,0,1,31624.85,29226.45,No,Yes,Kolkata,Rear-ended while stopped at a junction.,0
CLM00274,45,Third-Party,1.9,60100.52,Windshield Damage,02-05-2024,08-05-2024,0,1,60401.08,60736.68,Yes,Yes,Chennai,Tree branch fell on the car during a storm.,0
CLM00999,40,Third-Party,1.4,38230.93,Collision,29-06-2023,29-06-2023,2,1,40730.88,37011.6,Yes,Yes,Chennai,Windshield cracked due to a stone hit on the highway.,0
CLM00633,29,Comprehensive,9.7,91788.29,Injury/Accident,15-03-2024,19-03-2024,2,7,75569.78,87530.68,Yes,No,Hyderabad,Rear-ended while stopped at a junction.,0
CLM00195,40,Third-Party Fire & Theft,0.6,11797.99,Vandalism,23-07-2024,25-07-2024,2,4,10840.28,11596.07,Yes,Yes,Coimbatore,Car was damaged in heavy rain and flooding.,0
CLM00514,26,Comprehensive,,46011.56,Collision,17-05-2025,17-05-2025,0,,42974.84,44041.04,Yes,Yes,Lucknow,Tree branch fell on the car during a storm.,0
CLM00615,43,Third-Party Fire & Theft,1,22079.49,Windshield Damage,06-05-2025,08-05-2025,0,,19195.49,22754.07,Yes,No,Nagpur,Vehicle collided with another car at a traffic signal.,0
CLM00432,18,Third-Party,2.7,13279.21,Vandalism,09-08-2025,11-08-2025,0,4,12353.08,12708.25,Yes,Yes,Pune,Rear-ended while stopped at a junction.,0
